BGC_ID - matches antiSMASHv5 files,BGC Label - matches cytoscape network label,S. species,GCF_ID in matrix file,tier 1 - BiG-SCAPE classification,tier 2 - BiG-SCAPE product prediction,tier 3 - BGC network module,tier 4 - GCF
SpCNT854_HI.contig_1.region001,SpCNT854_HI_c1_001,oceanensis,M17_GCF4094,Terpene,terpene,M17,GCF4094
SaCNS296_PL.contig_14.region003,SaCNS296_PL_c14_003,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNH646_BA.contig_0.region005,SaCNH646_BA_c0_005,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNT859_HI.contig_30.region002,SaCNT859_HI_c30_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SpCNH732_RS.contig_23.region001,SpCNH732_RS_c23_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SaCNT849_HI.contig_12.region001,SaCNT849_HI_c12_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNY230_FJ.contig_5.region002,SaCNY230_FJ_c5_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaCNY685_YU.contig_24.region001,SaCNY685_YU_c24_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SpCNS860_FJ.contig_16.region002,SpCNS860_FJ_c16_002,oceanensis,M17_GCF4057,Terpene,terpene,M17,GCF4057
SaCNH996_SC.contig_1.region001,SaCNH996_SC_c1_001,arenicola,M17_GCF4600,Terpene,terpene,M17,GCF4600
SaCNH877_BA.contig_24.region001,SaCNH877_BA_c24_001,arenicola,M17_GCF4046,Terpene,terpene,M17,GCF4046
SaCNR425_GU.contig_33.region001,SaCNR425_GU_c33_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNB527_BA.contig_36.region001,SaCNB527_BA_c36_001,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SpCNT029_FJ.contig_0.region008,SpCNT029_FJ_c0_008,oceanensis,M17_GCF4057,Terpene,terpene,M17,GCF4057
SaCNY011_BA.contig_14.region001,SaCNY011_BA_c14_001,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNT799_HI.contig_2.region001,SaCNT799_HI_c2_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNX814_PM.contig_17.region003,SaCNX814_PM_c17_003,arenicola,M17_GCF3044,Terpene,terpene,M17,GCF3044
SpCNS860_FJ.contig_5.region001,SpCNS860_FJ_c5_001,oceanensis,M17_GCF4057,Terpene,terpene,M17,GCF4057
SaCNH905_BA.contig_34.region001,SaCNH905_BA_c34_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNY260_FJ.contig_15.region001,SaCNY260_FJ_c15_001,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaCNP105_SC.contig_15.region002,SaCNP105_SC_c15_002,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNX481_PM.contig_32.region001,SaCNX481_PM_c32_001,arenicola,M17_GCF3044,Terpene,terpene,M17,GCF3044
SaCNQ748_GU.contig_20.region002,SaCNQ748_GU_c20_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaCNS342_FJ.contig_31.region001,SaCNS342_FJ_c31_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
StCNB476_BA.contig_19.region001,StCNB476_BA_c19_001,tropica,M17_GCF4600,Terpene,terpene,M17,GCF4600
SaCNY231_FJ.contig_13.region002,SaCNY231_FJ_c13_002,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNS299_PL.contig_19.region002,SaCNS299_PL_c19_002,arenicola,M17_GCF3044,Terpene,terpene,M17,GCF3044
SpCNS237_PL.contig_11.region001,SpCNS237_PL_c11_001,mooreana,M17_GCF4046,Terpene,terpene,M17,GCF4046
StCNS197_BA.contig_15.region001,StCNS197_BA_c15_001,tropica,M17_GCF4600,Terpene,terpene,M17,GCF4600
SaCNY244_FJ.contig_6.region001,SaCNY244_FJ_c6_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
StCNY678_YU.contig_11.region002,StCNY678_YU_c11_002,tropica,M17_GCF4600,Terpene,terpene,M17,GCF4600
SaCNT800_HI.contig_14.region002,SaCNT800_HI_c14_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaCNY234_FJ.contig_12.region001,SaCNY234_FJ_c12_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SpCNT084_FJ.contig_15.region002,SpCNT084_FJ_c15_002,pacifica,M17_GCF4046,Terpene,terpene,M17,GCF4046
SaCNY234_FJ.contig_12.region002,SaCNY234_FJ_c12_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SpCNR942_PL.contig_0.region005,SpCNR942_PL_c0_005,fenicalii,M17_GCF4046,Terpene,terpene,M17,GCF4046
SpCNT124_FJ.contig_1.region004,SpCNT124_FJ_c1_004,oceanensis,M17_GCF4057,Terpene,terpene,M17,GCF4057
SpCNT133_FJ.contig_8.region003,SpCNT133_FJ_c8_003,pacifica,M17_GCF4094,Terpene,terpene,M17,GCF4094
SpCNY666_MD.contig_7.region001,SpCNY666_MD_c7_001,goodfellowii,M17_GCF4046,Terpene,terpene,M17,GCF4046
SpCNR114_GU.contig_24.region001,SpCNR114_GU_c24_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SaCNY237_FJ.contig_15.region003,SaCNY237_FJ_c15_003,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SpCNY498_PV.contig_28.region001,SpCNY498_PV_c28_001,pacifica,M17_GCF4046,Terpene,terpene,M17,GCF4046
SpCNT796_HI.contig_20.region001,SpCNT796_HI_c20_001,pacifica,M17_GCF4046,Terpene,terpene,M17,GCF4046
SpCNT403_FJ.contig_19.region001,SpCNT403_FJ_c19_001,oceanensis,M17_GCF4057,Terpene,terpene,M17,GCF4057
SpCNS996_FJ.contig_14.region002,SpCNS996_FJ_c14_002,oceanensis,M17_GCF4057,Terpene,terpene,M17,GCF4057
SaCNQ884_GU.contig_20.region002,SaCNQ884_GU_c20_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SpCNY202_SC.contig_33.region001,SpCNY202_SC_c33_001,cortesiana,M17_GCF4057,Terpene,terpene,M17,GCF4057
SaCNY679_YU.contig_20.region001,SaCNY679_YU_c20_001,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SpCNT124_FJ.contig_1.region003,SpCNT124_FJ_c1_003,oceanensis,M17_GCF4094,Terpene,terpene,M17,GCF4094
SaCNY244_FJ.contig_6.region002,SaCNY244_FJ_c6_002,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNX508_PM.contig_18.region002,SaCNX508_PM_c18_002,arenicola,M17_GCF3044,Terpene,terpene,M17,GCF3044
SaCNY486_PV.contig_1.region003,SaCNY486_PV_c1_003,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNH941_SC.contig_16.region002,SaCNH941_SC_c16_002,arenicola,M17_GCF4600,Terpene,terpene,M17,GCF4600
SpCNQ768_GU.contig_26.region001,SpCNQ768_GU_c26_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SaCNS296_PL.contig_14.region002,SaCNS296_PL_c14_002,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SaCNY230_FJ.contig_5.region001,SaCNY230_FJ_c5_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNS848_FJ.contig_14.region002,SaCNS848_FJ_c14_002,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SaCNQ884_GU.contig_20.region001,SaCNQ884_GU_c20_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNY486_PV.contig_1.region004,SaCNY486_PV_c1_004,arenicola,M17_GCF4046,Terpene,terpene,M17,GCF4046
SaCNH963_SC.contig_26.region001,SaCNH963_SC_c26_001,arenicola,M17_GCF2025,Terpene,terpene,M17,GCF2025
SpCNT001_FJ.contig_20.region001,SpCNT001_FJ_c20_001,pacifica,M17_GCF3581,Terpene,terpene,M17,GCF3581
SpCNT029_FJ.contig_0.region007,SpCNT029_FJ_c0_007,oceanensis,M17_GCF4057,Terpene,terpene,M17,GCF4057
SaCNH963_SC.contig_29.region001,SaCNH963_SC_c29_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNB458_BA.contig_20.region001,SaCNB458_BA_c20_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNY679_YU.contig_32.region001,SaCNY679_YU_c32_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNT859_HI.contig_30.region001,SaCNT859_HI_c30_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SaCNY694_YU.contig_20.region001,SaCNY694_YU_c20_001,arenicola,M17_GCF2010,Terpene,terpene,M17,GCF2010
SpCNT609_FJ.contig_25.region001,SpCNT609_FJ_c25_001,pacifica,M17_GCF4094,Terpene,terpene,M17,GCF4094
SaCNX508_PM.contig_18.region001,SaCNX508_PM_c18_001,arenicola,M17_GCF3071,Terpene,terpene,M17,GCF3071
SpCNY239_FJ.contig_56.region001,SpCNY239_FJ_c56_001,pacifica,M170_GCF4296,NRPS,NRPS,M170,GCF4296
SpCNY330_SC.contig_36.region001,SpCNY330_SC_c36_001,pacifica,M171_GCF4315,RiPPs,lanthipeptide,M171,GCF4315
SpCNY330_SC.contig_78.region001,SpCNY330_SC_c78_001,pacifica,M172_GCF4323,RiPPs,lanthipeptide,M172,GCF4323
SpCNY331_SC.contig_118.region001,SpCNY331_SC_c118_001,pacifica,M173_GCF4327,RiPPs,bacteriocin,M173,GCF4327
SpCNY331_SC.contig_131.region001,SpCNY331_SC_c131_001,pacifica,M174_GCF4328,RiPPs,lanthipeptide,M174,GCF4328
SpCNY331_SC.contig_58.region001,SpCNY331_SC_c58_001,pacifica,M175_GCF4347,NRPS,NRPS,M175,GCF4347
SpCNY363_SC.contig_100.region001,SpCNY363_SC_c100_001,pacifica,M176_GCF4358,NRPS,NRPS,M176,GCF4358
SpCNY363_SC.contig_106.region001,SpCNY363_SC_c106_001,pacifica,M177_GCF4360,NRPS,NRPS,M177,GCF4360
SpCNY363_SC.contig_6.region001,SpCNY363_SC_c6_001,pacifica,M178_GCF4379,RiPPs,lanthipeptide,M178,GCF4379
SpCNY646_RS.contig_26.region001,SpCNY646_RS_c26_001,mooreana,M179_GCF4417,RiPPs,lanthipeptide,M179,GCF4417
StCNT261_BA.contig_21.region001,StCNT261_BA_c21_001,tropica,M18_GCF4604,PKSI,T1PKS,M18,GCF4604
SpCNT003_FJ.contig_21.region001,SpCNT003_FJ_c21_001,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SaDSM45545_FJ.contig_0.region014,SaDSM45545_FJ_c0_014,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SpCNY498_PV.contig_14.region001,SpCNY498_PV_c14_001,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
StCNS416_BA.contig_22.region001,StCNS416_BA_c22_001,tropica,M18_GCF4604,PKSI,T1PKS,M18,GCF4604
StCNS197_BA.contig_16.region001,StCNS197_BA_c16_001,tropica,M18_GCF4593,PKSI,T1PKS,M18,GCF4593
StCNY681_YU.contig_19.region001,StCNY681_YU_c19_001,tropica,M18_GCF4604,PKSI,T1PKS,M18,GCF4604
SaCNT857_HI.contig_19.region001,SaCNT857_HI_c19_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SpCNR909_PL.contig_27.region001,SpCNR909_PL_c27_001,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SaCNP193_SC.contig_19.region001,SaCNP193_SC_c19_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SpCNY239_FJ.contig_13.region002,SpCNY239_FJ_c13_002,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
StCNR699_BA.contig_17.region002,StCNR699_BA_c17_002,tropica,M18_GCF4593,PKSI,T1PKS,M18,GCF4593
StCNS197_BA.contig_21.region001,StCNS197_BA_c21_001,tropica,M18_GCF4604,PKSI,T1PKS,M18,GCF4604
SaCNS848_FJ.contig_25.region001,SaCNS848_FJ_c25_001,arenicola,M18_GCF2531,PKSI,T1PKS,M18,GCF2531
SpCNT131_FJ.contig_9.region002,SpCNT131_FJ_c9_002,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SpCNT855_HI.contig_21.region001,SpCNT855_HI_c21_001,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SpCNY331_SC.contig_38.region001,SpCNY331_SC_c38_001,pacifica,M18_GCF2531,PKSI,T1PKS,M18,GCF2531
SaCNH713_RS.contig_9.region002,SaCNH713_RS_c9_002,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SaCNY230_FJ.contig_52.region001,SaCNY230_FJ_c52_001,arenicola,M18_GCF3400,PKSI,T1PKS,M18,GCF3400
SaCNT005_FJ.contig_27.region001,SaCNT005_FJ_c27_001,arenicola,M18_GCF2531,PKSI,T1PKS,M18,GCF2531
StCNS416_BA.contig_18.region001,StCNS416_BA_c18_001,tropica,M18_GCF4593,PKSI,T1PKS,M18,GCF4593
SaCNY486_PV.contig_38.region001,SaCNY486_PV_c38_001,arenicola,M18_GCF2531,PKSI,T1PKS,M18,GCF2531
StCNH898_BA.contig_19.region001,StCNH898_BA_c19_001,tropica,M18_GCF4604,PKSI,T1PKS,M18,GCF4604
SaCNT800_HI.contig_21.region001,SaCNT800_HI_c21_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SpCNY363_SC.contig_42.region001,SpCNY363_SC_c42_001,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SaCNH941_SC.contig_18.region001,SaCNH941_SC_c18_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SpCNT609_FJ.contig_15.region002,SpCNT609_FJ_c15_002,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SpCNT084_FJ.contig_24.region001,SpCNT084_FJ_c24_001,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SaCNY280_FJ.contig_21.region001,SaCNY280_FJ_c21_001,arenicola,M18_GCF2531,PKSI,T1PKS,M18,GCF2531
StCNB440_BA.contig_0.region013,StCNB440_BA_c0_013,tropica,M18_GCF4604,PKSI,T1PKS,M18,GCF4604
StCNB476_BA.contig_24.region001,StCNB476_BA_c24_001,tropica,M18_GCF4593,PKSI,T1PKS,M18,GCF4593
SaCNT849_HI.contig_21.region001,SaCNT849_HI_c21_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SpCNT796_HI.contig_15.region001,SpCNT796_HI_c15_001,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SaCNH964_SC.contig_40.region001,SaCNH964_SC_c40_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SaCNY011_BA.contig_24.region001,SaCNY011_BA_c24_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SaCNH996_SC.contig_71.region001,SaCNH996_SC_c71_001,arenicola,M18_GCF2532,PKSI,T1PKS,M18,GCF2532
SaCNH996_SC.contig_40.region001,SaCNH996_SC_c40_001,arenicola,M18_GCF2531,PKSI,T1PKS,M18,GCF2531
StCNY678_YU.contig_26.region001,StCNY678_YU_c26_001,tropica,M18_GCF4593,PKSI,T1PKS,M18,GCF4593
StCNB476_BA.contig_14.region001,StCNB476_BA_c14_001,tropica,M18_GCF4604,PKSI,T1PKS,M18,GCF4604
StCNY678_YU.contig_14.region001,StCNY678_YU_c14_001,tropica,M18_GCF4604,PKSI,T1PKS,M18,GCF4604
SpCNT569_FJ.contig_7.region001,SpCNT569_FJ_c7_001,fenicalii,M18_GCF4090,PKSI,T1PKS,M18,GCF4090
SaCNY486_PV.contig_61.region001,SaCNY486_PV_c61_001,arenicola,M18_GCF3400,PKSI,T1PKS,M18,GCF3400
SaCNS848_FJ.contig_36.region001,SaCNS848_FJ_c36_001,arenicola,M18_GCF2532,PKSI,T1PKS,M18,GCF2532
SpCNR510_GU.contig_11.region001,SpCNR510_GU_c11_001,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SaCNT850_HI.contig_26.region001,SaCNT850_HI_c26_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SpCNY330_SC.contig_18.region002,SpCNY330_SC_c18_002,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SaCNP105_SC.contig_36.region001,SaCNP105_SC_c36_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SaCNH964_SC.contig_35.region001,SaCNH964_SC_c35_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
StCNT261_BA.contig_12.region001,StCNT261_BA_c12_001,tropica,M18_GCF4593,PKSI,T1PKS,M18,GCF4593
SaCNS296_PL.contig_16.region001,SaCNS296_PL_c16_001,arenicola,M18_GCF2531,PKSI,T1PKS,M18,GCF2531
SaCNH643_BA.contig_17.region001,SaCNH643_BA_c17_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SpCNS055_PL.contig_17.region001,SpCNS055_PL_c17_001,vitiensis,M18_GCF4090,PKSI,T1PKS,M18,GCF4090
SaCNS296_PL.contig_26.region001,SaCNS296_PL_c26_001,arenicola,M18_GCF2532,PKSI,T1PKS,M18,GCF2532
StCNY012_BA.contig_15.region001,StCNY012_BA_c15_001,tropica,M18_GCF4604,PKSI,T1PKS,M18,GCF4604
SaCNY679_YU.contig_18.region002,SaCNY679_YU_c18_002,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SaCNH996B_SC.contig_77.region001,SaCNH996B_SC_c77_001,arenicola,M18_GCF2532,PKSI,T1PKS,M18,GCF2532
SpCNY331_SC.contig_14.region002,SpCNY331_SC_c14_002,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
StCNB536_BA.contig_18.region001,StCNB536_BA_c18_001,tropica,M18_GCF4604,PKSI,T1PKS,M18,GCF4604
SpCNT603_FJ.contig_11.region002,SpCNT603_FJ_c11_002,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SaCNY280_FJ.contig_25.region001,SaCNY280_FJ_c25_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SaCNP105_SC.contig_31.region001,SaCNP105_SC_c31_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SaCNH905_BA.contig_11.region002,SaCNH905_BA_c11_002,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
StCNT250_BA.contig_17.region001,StCNT250_BA_c17_001,tropica,M18_GCF4593,PKSI,T1PKS,M18,GCF4593
SpCNT569_FJ.contig_23.region001,SpCNT569_FJ_c23_001,fenicalii,M18_GCF4090,PKSI,T1PKS,M18,GCF4090
SpCNR942_PL.contig_27.region001,SpCNR942_PL_c27_001,fenicalii,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SaCNH996B_SC.contig_42.region001,SaCNH996B_SC_c42_001,arenicola,M18_GCF2531,PKSI,T1PKS,M18,GCF2531
SaCNT799_HI.contig_25.region001,SaCNT799_HI_c25_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SpDSM45549_FJ.contig_0.region003,SpDSM45549_FJ_c0_003,mooreana,M18_GCF4090,PKSI,T1PKS,M18,GCF4090
SaCNS848_FJ.contig_29.region001,SaCNS848_FJ_c29_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SpCNR894_PL.contig_3.region001,SpCNR894_PL_c3_001,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SpCNQ768_GU.contig_6.region003,SpCNQ768_GU_c6_003,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SpDSM45544_FJ.contig_0.region022,SpDSM45544_FJ_c0_022,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
StCNT250_BA.contig_14.region001,StCNT250_BA_c14_001,tropica,M18_GCF4604,PKSI,T1PKS,M18,GCF4604
SpCNR942_PL.contig_0.region001,SpCNR942_PL_c0_001,fenicalii,M18_GCF4090,PKSI,T1PKS,M18,GCF4090
StCNY681_YU.contig_13.region001,StCNY681_YU_c13_001,tropica,M18_GCF4593,PKSI,T1PKS,M18,GCF4593
SpCNT133_FJ.contig_35.region001,SpCNT133_FJ_c35_001,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SpCNY331_SC.contig_83.region001,SpCNY331_SC_c83_001,pacifica,M18_GCF2532,PKSI,T1PKS,M18,GCF2532
SaCNT005_FJ.contig_36.region001,SaCNT005_FJ_c36_001,arenicola,M18_GCF2532,PKSI,T1PKS,M18,GCF2532
SaCNH646_BA.contig_13.region001,SaCNH646_BA_c13_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SaCNY486_PV.contig_55.region001,SaCNY486_PV_c55_001,arenicola,M18_GCF2531,PKSI,T1PKS,M18,GCF2531
SaCNT798_HI.contig_23.region001,SaCNT798_HI_c23_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SaCNY231_FJ.contig_18.region001,SaCNY231_FJ_c18_001,arenicola,M18_GCF2531,PKSI,T1PKS,M18,GCF2531
SpCNS055_PL.contig_20.region001,SpCNS055_PL_c20_001,vitiensis,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SaCNS299_PL.contig_21.region001,SaCNS299_PL_c21_001,arenicola,M18_GCF2531,PKSI,T1PKS,M18,GCF2531
SaCNH877_BA.contig_21.region001,SaCNH877_BA_c21_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SpCNH732_RS.contig_26.region001,SpCNH732_RS_c26_001,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
StCNR699_BA.contig_21.region001,StCNR699_BA_c21_001,tropica,M18_GCF4604,PKSI,T1PKS,M18,GCF4604
StCNY012_BA.contig_17.region001,StCNY012_BA_c17_001,tropica,M18_GCF4593,PKSI,T1PKS,M18,GCF4593
SpCNY363_SC.contig_32.region001,SpCNY363_SC_c32_001,pacifica,M18_GCF2531,PKSI,T1PKS,M18,GCF2531
SpCNY363_SC.contig_73.region001,SpCNY363_SC_c73_001,pacifica,M18_GCF3400,PKSI,T1PKS,M18,GCF3400
StCNH898_BA.contig_23.region001,StCNH898_BA_c23_001,tropica,M18_GCF4593,PKSI,T1PKS,M18,GCF4593
SpCNT001_FJ.contig_33.region001,SpCNT001_FJ_c33_001,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SaCNY230_FJ.contig_37.region001,SaCNY230_FJ_c37_001,arenicola,M18_GCF2531,PKSI,T1PKS,M18,GCF2531
SpCNT851_HI.contig_15.region002,SpCNT851_HI_c15_002,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SaCNY231_FJ.contig_20.region001,SaCNY231_FJ_c20_001,arenicola,M18_GCF2532,PKSI,T1PKS,M18,GCF2532
SaCNS299_PL.contig_24.region001,SaCNS299_PL_c24_001,arenicola,M18_GCF2532,PKSI,T1PKS,M18,GCF2532
StCNB440_BA.contig_0.region002,StCNB440_BA_c0_002,tropica,M18_GCF4593,PKSI,T1PKS,M18,GCF4593
SaCNT859_HI.contig_26.region001,SaCNT859_HI_c26_001,arenicola,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SpCNR114_GU.contig_31.region001,SpCNR114_GU_c31_001,pacifica,M18_GCF3558,PKSI,T1PKS,M18,GCF3558
SpCNS103_PL.contig_20.region002,SpCNS103_PL_c20_002,pacifica,M18_GCF2027,PKSI,T1PKS,M18,GCF2027
SpCNY646_RS.contig_7.region001,SpCNY646_RS_c7_001,mooreana,M180_GCF4426,Others,NRPS.arylpolyene,M180,GCF4426
SpCNY666_MD.contig_12.region001,SpCNY666_MD_c12_001,goodfellowii,M181_GCF4434,PKSI,T1PKS,M181,GCF4434
SpCNY666_MD.contig_12.region002,SpCNY666_MD_c12_002,goodfellowii,M182_GCF4435,Others,lanthipeptide.NRPS-like,M182,GCF4435
SpCNY666_MD.contig_20.region001,SpCNY666_MD_c20_001,goodfellowii,M183_GCF4439,NRPS,NRPS,M183,GCF4439
SpCNY666_MD.contig_22.region001,SpCNY666_MD_c22_001,goodfellowii,M184_GCF4440,NRPS,NRPS-like,M184,GCF4440
SpCNY666_MD.contig_30.region001,SpCNY666_MD_c30_001,goodfellowii,M185_GCF4445,Others,ladderane,M185,GCF4445
SpCNY666_MD.contig_31.region001,SpCNY666_MD_c31_001,goodfellowii,M186_GCF4446,NRPS,NRPS,M186,GCF4446
SpCNY666_MD.contig_45.region001,SpCNY666_MD_c45_001,goodfellowii,M187_GCF4450,Others,other,M187,GCF4450
SpCNY666_MD.contig_54.region001,SpCNY666_MD_c54_001,goodfellowii,M188_GCF4453,PKSI,T1PKS,M188,GCF4453
SpCNY666_MD.contig_60.region001,SpCNY666_MD_c60_001,goodfellowii,M189_GCF4454,PKSI,T1PKS,M189,GCF4454
SpCNY330_SC.contig_75.region001,SpCNY330_SC_c75_001,pacifica,M19_GCF3561,PKSI,T1PKS,M19,GCF3561
SaCNR921_PL.contig_8.region001,SaCNR921_PL_c8_001,arenicola,M19_GCF2012,PKSI,T1PKS,M19,GCF2012
SpCNR510_GU.contig_39.region001,SpCNR510_GU_c39_001,pacifica,M19_GCF3561,PKSI,T1PKS,M19,GCF3561
StCNT250_BA.contig_1.region001,StCNT250_BA_c1_001,tropica,M19_GCF4828,PKSI,T1PKS,M19,GCF4828
StCNR699_BA.contig_2.region001,StCNR699_BA_c2_001,tropica,M19_GCF4828,PKSI,T1PKS,M19,GCF4828
SpCNT131_FJ.contig_19.region001,SpCNT131_FJ_c19_001,pacifica,M19_GCF3576,PKSI,T1PKS,M19,GCF3576
SpCNT603_FJ.contig_28.region001,SpCNT603_FJ_c28_001,pacifica,M19_GCF3576,PKSI,T1PKS,M19,GCF3576
SpCNT029_FJ.contig_0.region011,SpCNT029_FJ_c0_011,oceanensis,M19_GCF4563,PKSI,T1PKS,M19,GCF4563
SaCNP105_SC.contig_25.region001,SaCNP105_SC_c25_001,arenicola,M19_GCF2012,PKSI,T1PKS,M19,GCF2012
SpCNQ768_GU.contig_2.region001,SpCNQ768_GU_c2_001,pacifica,M19_GCF3576,PKSI,T1PKS,M19,GCF3576
SpDSM45549_FJ.contig_0.region011,SpDSM45549_FJ_c0_011,mooreana,M19_GCF3576,PKSI,T1PKS,M19,GCF3576
SpCNT131_FJ.contig_33.region001,SpCNT131_FJ_c33_001,pacifica,M19_GCF3561,PKSI,T1PKS,M19,GCF3561
SpCNY331_SC.contig_1.region001,SpCNY331_SC_c1_001,pacifica,M19_GCF4522,PKSI,T1PKS,M19,GCF4522
SpCNT609_FJ.contig_55.region001,SpCNT609_FJ_c55_001,pacifica,M19_GCF4828,PKSI,T1PKS,M19,GCF4828
SpCNT851_HI.contig_37.region001,SpCNT851_HI_c37_001,pacifica,M19_GCF4370,PKSI,T1PKS,M19,GCF4370
SpCNR510_GU.contig_30.region001,SpCNR510_GU_c30_001,pacifica,M19_GCF4370,PKSI,T1PKS,M19,GCF4370
SpCNT855_HI.contig_13.region001,SpCNT855_HI_c13_001,pacifica,M19_GCF4522,PKSI,T1PKS,M19,GCF4522
SpDSM45543_FJ.contig_0.region016,SpDSM45543_FJ_c0_016,oceanensis,M19_GCF4563,PKSI,T1PKS,M19,GCF4563
